issue_type,candidate_id,source,google_id,source_id,human_label,predicted_label,score,detail
true_match_not_linked,ChIJuUkuckvBhkcRgQN_4bkxwZ4:821392,thefork,ChIJuUkuckvBhkcRgQN_4bkxwZ4,821392,MATCH,UNCERTAIN,0.9335157864024802,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJXeghR6nHhkcRjutJewi3Ra4:685355,thefork,ChIJXeghR6nHhkcRjutJewi3Ra4,685355,MATCH,UNCERTAIN,0.8646164160010216,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJ5eagMVrHhkcRzGXMWvxv52w:584253,thefork,ChIJ5eagMVrHhkcRzGXMWvxv52w,584253,MATCH,UNCERTAIN,0.8896628592760507,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJqUSIcyDBhkcR7BNeP-FAZLA:825806,thefork,ChIJqUSIcyDBhkcR7BNeP-FAZLA,825806,MATCH,UNCERTAIN,0.8999999999994469,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJu3OVytLGhkcRrNmd4jIAKsU:849583,thefork,ChIJu3OVytLGhkcRrNmd4jIAKsU,849583,MATCH,UNCERTAIN,0.9,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJPYmO9a_GhkcRrHJnQ7fxSzw:339097,thefork,ChIJPYmO9a_GhkcRrHJnQ7fxSzw,339097,MATCH,UNCERTAIN,0.8856756489027287,Human MATCH did not survive to entity_resolution_links.
dropped_by_1to1_selection,ChIJWzY3X8jHhkcRdoN0l8t44zg:27181508,tripadvisor,ChIJWzY3X8jHhkcRdoN0l8t44zg,27181508,MATCH,MATCH,0.7289545291167105,Human MATCH classified as MATCH but absent from selected links.
dropped_by_1to1_selection,ChIJJaSrlM7DhkcRx9_EJVJjZnQ:28085363,tripadvisor,ChIJJaSrlM7DhkcRx9_EJVJjZnQ,28085363,MATCH,MATCH,0.7064575447297019,Human MATCH classified as MATCH but absent from selected links.
dropped_by_1to1_selection,ChIJLdE4h93HhkcRSBmfsI2oZ2k:28134342,tripadvisor,ChIJLdE4h93HhkcRSBmfsI2oZ2k,28134342,MATCH,MATCH,0.6531948928532807,Human MATCH classified as MATCH but absent from selected links.
true_match_not_linked,ChIJGSr10a3BhkcRbXkTJsxHCac:15694721,tripadvisor,ChIJGSr10a3BhkcRbXkTJsxHCac,15694721,MATCH,UNCERTAIN,0.6069432140139601,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJ80OrYXvHhkcRXQAkDGJSfpA:15351116,tripadvisor,ChIJ80OrYXvHhkcRXQAkDGJSfpA,15351116,MATCH,UNCERTAIN,0.5,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJ_____9PBhkcR_hvgTOlqV28:8339621,tripadvisor,ChIJ_____9PBhkcR_hvgTOlqV28,8339621,MATCH,UNCERTAIN,0.5,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJveNf5KzGhkcR5evtDliEbRI:27267982,tripadvisor,ChIJveNf5KzGhkcR5evtDliEbRI,27267982,MATCH,UNCERTAIN,0.4925915346690955,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJc_M77E_HhkcR3M27whcAfQA:2483359,tripadvisor,ChIJc_M77E_HhkcR3M27whcAfQA,2483359,MATCH,UNCERTAIN,0.5,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJ7Z-fFd3DhkcRQrqH2oxFBJ0:27696608,tripadvisor,ChIJ7Z-fFd3DhkcRQrqH2oxFBJ0,27696608,MATCH,UNCERTAIN,0.6078403917970383,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJx-mLVADHhkcR61bfu8zCwAc:10190820,tripadvisor,ChIJx-mLVADHhkcR61bfu8zCwAc,10190820,MATCH,UNCERTAIN,0.5993291187605881,Human MATCH did not survive to entity_resolution_links.
true_match_not_linked,ChIJP4PaRMXFhkcRuaTfeWeXpwY:30584220,tripadvisor,ChIJP4PaRMXFhkcRuaTfeWeXpwY,30584220,MATCH,UNCERTAIN,0.5282051282051282,Human MATCH did not survive to entity_resolution_links.
